"","taxized","persistant","underIce","n","aiguille du plat de la selle","barre des Ecrins","brèche de valsenestre","brèche du râteau","la meije","le râteau","le sirac","les rouies","l'olan","mont pelvoux","occidentale l'ailefroide","pic du clapier du peyron","pic ouest (le rateau)","pointe brevoort","pointes de burlan","rocher de la selle","signal du lauvitel","tour choisy","tête de la muraillette"
"525","Chamaenerion montanum","0","0",20,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"526","Chamorchis alpina","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"527","Chara Linnaeus","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"528","Chelidonium majus","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"529","Chenopodium album","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"530","Chondrilla juncea","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"531","Chrysosplenium alternifolium","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"532","Cichorium intybus","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"533","Cirsium acaule","0","0",22,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"534","Cirsium arvense","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"535","Cirsium eriophorum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"536","Cirsium monspessulanum","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"537","Cirsium NA","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"538","Cirsium palustre","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"539","Cirsium vulgare","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"540","Cladium mariscus","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"541","Clematis vitalba","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"542","Clinopodium acinos","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"543","Clinopodium alpinum","0","0",51,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"544","Clinopodium grandiflorum","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"545","Clinopodium nepeta","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"546","Clinopodium vulgare","0","0",52,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"547","Coincya monensis","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"548","Coincya richeri","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"549","Colchicum alpinum","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"550","Colchicum autumnale","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"551","Colutea arborescens","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"552","ComplŽment flore","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"553","Consolida regalis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"554","Convallaria majalis","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"555","Convolvulus arvensis","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"556","Conyza canadensis","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"557","Corallorhiza trifida","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"558","Coristospermum ferulaceum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"559","Cormus domestica","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"560","Coronilla minima","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"561","Coronilla vaginalis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"562","Corydalis intermedia","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"563","Corydalis solida","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"564","Corylus avellana","0","0",60,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"565","Cotoneaster tomentosus","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"566","Crataegus laevigata","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"567","Crataegus monogyna","0","0",49,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"568","Crepis aurea","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"569","Crepis biennis","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"570","Crepis conyzifolia","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"571","Crepis foetida","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"572","Crepis nicaeensis","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"573","Crepis paludosa","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"574","Crepis pontana","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"575","Crepis pyrenaica","0","0",35,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"576","Crepis vesicaria","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"577","Crocus vernus","0","0",25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"578","Cruciata glabra","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"579","Cruciata laevipes","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"580","Crupina vulgaris","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"581","Cucubalus baccifer","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"582","Cuscuta epilinum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"583","Cuscuta epithymum","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"584","Cuscuta europaea","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"585","Cuscuta planiflora","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"586","Cyanus montanus","0","0",35,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"587","Cyanus segetum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"588","Cynoglossum officinale","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"589","Cynosurus cristatus","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"590","Cypripedium calceolus","0","0",74,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"591","Cystopteris dickieana","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"592","Cytisophyllum sessilifolium","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"593","Dactylis glomerata","0","0",160,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"594","Dactylorhiza fuchsii","0","0",24,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"595","Dactylorhiza incarnata","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"596","Dactylorhiza lapponica","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"597","Dactylorhiza maculata","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"598","Dactylorhiza majalis","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"599","Dactylorhiza sambucina","0","0",23,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"600","Dactylorhiza viridis","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"601","Danthonia decumbens","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"602","Daphne cneorum","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"603","Daphne laureola","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"604","Daphne mezereum","0","0",55,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"605","Dasistepha asclepiadea","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"606","Daucus carota","0","0",22,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"607","Deschampsia cespitosa","0","0",35,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"608","Descurainia sophia","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"609","Descurainia tanacetifolia","0","0",22,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"610","Dianthus carthusianorum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"611","Dianthus caryophyllus","0","0",60,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"612","Dianthus deltoides","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"613","Dianthus hyssopifolius","0","0",26,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"614","Dianthus pavonius","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"615","Diaphyllum longifolium","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"616","Digitalis grandiflora","0","0",80,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"617","Digitalis lutea","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"618","Dioscorea communis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"619","Dittrichia graveolens","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"620","Doronicum pardalianches","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"621","Dorycnium pentaphyllum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"622","Draba verna","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"623","Dracocephalum ruyschiana","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"624","Drosera rotundifolia","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"625","Dryopteris dilatata","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"626","Dryopteris expansa","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"627","Dryopteris mindshelkensis","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"628","Echinops ritro","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"629","Echinops sphaerocephalus","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"630","Echium vulgare","0","0",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"631","Ecologie verticale","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"632","Edritria ferruginea","0","0",30,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"633","Eleocharis macrostachya","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"634","Eleocharis mamillata","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"635","Eleocharis quinqueflora","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"636","Eleocharis uniglumis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"637","Elymus caninus","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"638","Elymus NA","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"639","Elymus repens","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"640","Elytrigia intermedia","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"641","Epilobium alpestre","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"642","Epilobium angustifolium","0","0",41,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"643","Epilobium collinum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"644","Epilobium hirsutum","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"645","Epilobium palustre","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"646","Epilobium parviflorum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"647","Epipactis atrorubens","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"648","Epipactis helleborine","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"649","Epipactis palustris","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"650","Epipogium aphyllum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"651","Equisetum arvense","0","0",23,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"652","Equisetum fluviatile","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"653","Equisetum hyemale","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"654","Equisetum NA","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"655","Equisetum palustre","0","0",18,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"656","Equisetum variegatum","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"657","Erigeron acris","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"658","Erigeron annuus","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"659","Erigeron NA","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"660","Erigeron neglectus","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"661","Erinus alpinus","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"662","Eriophorum angustifolium","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"663","Eriophorum latifolium","0","0",13,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"664","Eriophorum scheuchzeri","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"665","Erodium cicutarium","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"666","Erucastrum nasturtiifolium","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"667","Eryngium alpinum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"668","Eryngium campestre","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"669","Erysimum jugicola","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"670","Erysimum nevadense","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"671","Erysimum ochroleucum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"672","Erysimum rhaeticum","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"673","Erysimum virgatum","0","0",5,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"674","Euonymus europaeus","0","0",9,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"675","Euonymus latifolius","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"676","Eupatorium cannabinum","0","0",19,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"677","Euphorbia brittingeri","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"678","Euphorbia exigua","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"679","Euphorbia helioscopia","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"680","Euphrasia hirtella","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"681","Euphrasia kerneri","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"682","Euphrasia pectinata","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"683","Fagus sylvatica","0","0",85,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"684","Fallopia convolvulus","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"685","Fallopia japonica","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"686","Festuca altissima","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"687","Festuca arundinacea","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"688","Festuca flavescens","0","0",18,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"689","Festuca gigantea","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"690","Festuca heterophylla","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"691","Festuca ovina","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"692","Festuca pratensis","0","0",15,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"693","Festuca valesiaca","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"694","Filago arvensis","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"695","Filipendula ulmaria","0","0",32,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"696","Filipendula vulgaris","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"697","Fourraea alpina","0","0",22,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"698","Fragaria vesca","0","0",101,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"699","Frangula NA","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"700","Fraxinus excelsior","0","0",142,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"701","Fumana procumbens","0","0",11,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"702","Gagea liotardii","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"703","Gagea nakaiana","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"704","Galeopsis ladanum","0","0",17,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"705","Galeopsis tetrahit","0","0",30,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"706","Galium aparine","0","0",24,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"707","Galium boreale","0","0",18,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"708","Galium commune","0","0",16,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"709","Galium corrudifolium","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"710","Galium glaucum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"711","Galium lucidum","0","0",60,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"712","Galium megalospermum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"713","Galium mollugo","0","0",139,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"714","Galium odoratum","0","0",23,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"715","Galium palustre","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"716","Galium rotundifolium","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"717","Galium rubrum","0","0",29,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"718","Galium sylvaticum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"719","Galium verum","0","0",42,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"720","Gamochaeta sylvatica","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"721","Genista cinerea","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"722","Genista pilosa","0","0",12,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"723","Genistella sagittalis","0","0",21,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"724","Gentiana cruciata","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"725","Gentiana pneumonanthe","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"726","Gentianella tenella","0","0",4,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"727","Gentianopsis ciliata","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"728","Gentianusa lutea","0","0",121,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"729","Gentianusa punctata","0","0",40,"0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0"
"730","Geranium argenteum","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"731","Geranium columbinum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"732","Geranium lucidum","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"733","Geranium molle","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"734","Geranium nodosum","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"735","Geranium phaeum","0","0",3,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"736","Geranium pyrenaicum","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"737","Geranium robertianum","0","0",40,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"738","Geranium rotundifolium","0","0",1,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"739","Geranium sanguineum","0","0",25,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"740","Geum rivale","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"741","Glechoma hederacea","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"742","Glechoma nepetella","0","0",20,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"743","Globularia bisnagarica","0","0",16,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"744","Glyceria fluitans","0","0",2,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"745","Glyceria notata","0","0",7,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"746","Gnaphalium hoppeanum","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"747","Goodyera repens","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"748","Gymnadenia conopsea","0","0",32,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"749","Gymnadenia nigra","0","0",24,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"750","Gymnocarpium dryopteris","0","0",8,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"751","Hedera helix","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"752","Hedysarum hedysaroides","0","0",14,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"753","Helianthemum apenninum","0","0",10,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"754","Helianthemum grandiflorum","0","0",46,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"755","Helianthemum nummularium","0","0",103,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"756","Helianthemum oelandicum","0","0",19,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"757","Helictotrichon pratense","0","0",6,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
