"","PHLAWD Input Name","TNRS iPlant Taxonomy","GenBank Taxonomy ID","GenBank Taxonomy","ITS","trnTLF","rbcL","matK","atpB","Alps Phylogeny","TaxRef v.9","Alien Origin","Endemic","Regional","All Summits","LGM","Aiguille du plat de la Selle","Barre des Ecrins","la Meije","le Sirac","les Rouies","Olan","Mont Pelvoux","Occidentale.Ailefroide","Point Brevoort","Pointes de Burlan","Rocher de la Selle","Tour Choisy","Tete de la Muraillette","le Rateau","Signal de Lauvitel"
"449","Daphne_cneorum","Daphne_cneorum",224033,"Daphne_cneorum","255592221","NA","NA","NA","NA",1,"Daphne_cneorum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"450","Daphne_laureola","Daphne_laureola",223749,"Daphne_laureola","327177993","28932817","379034047","379039812","NA",1,"Daphne_laureola","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","Daphne_mezereum","Daphne_mezereum",66680,"Daphne_mezereum","255592268","14669964","817991880","379039862","NA",1,"Daphne_mezereum","",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"453","Daucus_carota","Daucus_carota",4039,"Daucus_carota","NA","726966065","NA","379039814","NA",1,"Daucus_carota","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"454","Daucus_carota","Daucus_carota",4039,"Daucus_carota_subsp__carota","211907743","NA","404243679","NA","NA",1,"Daucus_carota","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"383","Consolida_regalis","Consolida_regalis",984867,"Consolida_regalis_subsp__regalis","NA","NA","NA","406034308","NA",1,"Delphinium_consolida","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"384","Consolida_regalis","Consolida_regalis",984867,"Consolida_regalis","324963335","324963150","324963098","NA","NA",1,"Delphinium_consolida","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","Deschampsia_cespitosa","Deschampsia_cespitosa",37723,"Deschampsia_cespitosa_subsp__borealis","37359490","NA","NA","NA","NA",1,"Deschampsia_cespitosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"456","Deschampsia_cespitosa","Deschampsia_cespitosa",37723,"Deschampsia_cespitosa_subsp__cespitosa","NA","NA","NA","NA","110915619",1,"Deschampsia_cespitosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"457","Deschampsia_cespitosa","Deschampsia_cespitosa",37723,"Deschampsia_cespitosa","NA","237626091","424949912","133917435","NA",1,"Deschampsia_cespitosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"459","Descurainia_sophia","Descurainia_sophia",89411,"Descurainia_sophia","4884587","312182208","424949800","379039818","NA",1,"Descurainia_sophia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"460","Descurainia_tanacetifolia","Descurainia_tanacetifolia",376441,"Descurainia_tanacetifolia","323367158","342546854","NA","NA","NA",1,"Descurainia_tanacetifolia","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"461","Dianthus_carthusianorum","Dianthus_carthusianorum",288951,"Dianthus_carthusianorum","51572090","374351318","667668206","374350928","NA",1,"Dianthus_carthusianorum","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"462","Dianthus_caryophyllus","Dianthus_caryophyllus",3570,"Dianthus_caryophyllus","374350743","374351324","167975","374350897","NA",1,"Dianthus_caryophyllus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"463","Dianthus_deltoides","Dianthus_deltoides",202448,"Dianthus_deltoides","374350717","374351384","379035292","374350989","NA",1,"Dianthus_deltoides","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"464","Dianthus_hyssopifolius","Dianthus_hyssopifolius",746774,"Dianthus_hyssopifolius","545397032","NA","NA","430801507","NA",1,"Dianthus_hyssopifolius","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"465","Dianthus_pavonius","Dianthus_pavonius",746795,"Dianthus_pavonius","294984940","NA","NA","295646303","NA",1,"Dianthus_pavonius","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"467","Digitalis_grandiflora","Digitalis_grandiflora",38791,"Digitalis_grandiflora","50511990","20386225","NA","NA","6687374",1,"Digitalis_grandiflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"468","Digitalis_lutea","Digitalis_lutea",285825,"Digitalis_lutea_subsp__lutea","50511995","50512029","NA","NA","NA",1,"Digitalis_lutea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","Digitalis_lutea","Digitalis_lutea",285825,"Digitalis_lutea","NA","NA","541049667","NA","NA",1,"Digitalis_lutea","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"470","Dioscorea_communis","Dioscorea_communis",55634,"Dioscorea_communis","NA","1731817","17224648","66934933","17224742",1,"Dioscorea_communis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","Dittrichia_graveolens",NA,NA,NA,NA,NA,NA,NA,NA,0,"Dittrichia_graveolens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"472","Doronicum_grandiflorum","Doronicum_grandiflorum",118763,"Doronicum_grandiflorum","767810558","13375124","557836247","NA","NA",1,"Doronicum_grandiflorum","",0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
"473","Doronicum_pardalianches","Doronicum_pardalianches",118770,"Doronicum_pardalianches","27652566","28193393","308320519","295314645","NA",1,"Doronicum_pardalianches","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"474","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum",181254,"Dorycnium_pentaphyllum","NA","298569966","335353454","378758095","NA",1,"Dorycnium_pentaphyllum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"475","Dorycnium_pentaphyllum","Dorycnium_pentaphyllum",181254,"Dorycnium_pentaphyllum_subsp__fulgurans","298569970","NA","NA","NA","NA",1,"Dorycnium_pentaphyllum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"476","Draba_aizoides","Draba_aizoides",87302,"Draba_aizoides","677278014","4455089","379035372","379039808","NA",1,"Draba_aizoides","",1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"477","Draba_dubia","Draba_dubia",87303,"Draba_dubia","4235122","94537617","NA","NA","NA",1,"Draba_dubia","",0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1
"478","Draba_fladnizensis","Draba_fladnizensis",95392,"Draba_fladnizensis","49364819","94537619","459992721","NA","NA",1,"Draba_fladnizensis","",0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
"479","Draba_siliquosa","Draba_siliquosa",311965,"Draba_siliquosa","NA","94537784","NA","NA","NA",1,"Draba_siliquosa","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"480","Draba_verna","Erophila_verna",161951,"Erophila_verna_subsp__spathulata","14348874","NA","NA","NA","NA",1,"Draba_verna","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"481","Draba_verna","Erophila_verna",161951,"Erophila_verna","NA","218136459","817991922","315259900","NA",1,"Draba_verna","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1231","Ruyschiana_austriaca",NA,NA,NA,NA,NA,NA,NA,NA,0,"Dracocephalum_austriacum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","Dracocephalum_ruyschiana","Dracocephalum_ruyschiana",39297,"Dracocephalum_ruyschiana","NA","NA","669109","NA","NA",1,"Dracocephalum_ruyschiana","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","Drosera_rotundifolia","Drosera_rotundifolia",173423,"Drosera_rotundifolia","332647428","260079791","133740973","379041144","NA",1,"Drosera_rotundifolia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"484","Dryas_octopetala","Dryas_octopetala",57948,"Dryas_octopetala","3746149","113911561","557836513","336239186","336239138",1,"Dryas_octopetala","",0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1110","Potentilla_rupestris","Drymocallis_rupestris",637895,"Drymocallis_rupestris","226858221","229270124","379035548","379040942","NA",1,"Drymocallis_rupestris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","Festuca_altissima","Festuca_altissima",145835,"Festuca_altissima","21239150","28194514","379033767","133917513","NA",1,"Drymochloa_sylvatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","Dryopteris_dilatata",NA,NA,NA,NA,NA,NA,NA,NA,0,"Dryopteris_dilatata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"486","Dryopteris_expansa",NA,NA,NA,NA,NA,NA,NA,NA,0,"Dryopteris_expansa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"487","Dryopteris_filix_mas",NA,NA,NA,NA,NA,NA,NA,NA,0,"Dryopteris_filix-mas","",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
"488","Dryopteris_mindshelkensis",NA,NA,NA,NA,NA,NA,NA,NA,0,"Dryopteris_mindshelkensis","Caucasus, Russia",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"489","Echinops_ritro","Echinops_ritro",41571,"Echinops_ritro_subsp__ritro","NA","310697516","NA","NA","NA",1,"Echinops_ritro","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","Echinops_ritro","Echinops_ritro",41571,"Echinops_ritro","NA","NA","170664945","170665419","675304467",1,"Echinops_ritro","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"491","Echinops_ritro","Echinops_ritro",41571,"Echinops_ritro_subsp__siculus","47059334","NA","NA","NA","NA",1,"Echinops_ritro","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"492","Echinops_sphaerocephalus","Echinops_sphaerocephalus",92910,"Echinops_sphaerocephalus","NA","310697522","NA","559146776","NA",1,"Echinops_sphaerocephalus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"493","Echinops_sphaerocephalus","Echinops_sphaerocephalus",92910,"Echinops_sphaerocephalus_subsp__albidus","309398746","NA","NA","NA","NA",1,"Echinops_sphaerocephalus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"494","Echium_vulgare","Echium_vulgare",34253,"Echium_vulgare","225200407","239836119","578897928","240252484","24940179",1,"Echium_vulgare","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"497","Eleocharis_mamillata","Eleocharis_mamillata",280064,"Eleocharis_mamillata_subsp__austriaca","294679402","NA","733452201","NA","NA",1,"Eleocharis_mamillata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","Eleocharis_mamillata","Eleocharis_mamillata",280064,"Eleocharis_mamillata_var__cyclocarpa","NA","411030367","NA","NA","NA",1,"Eleocharis_mamillata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"496","Eleocharis_macrostachya","Eleocharis_macrostachya",753700,"Eleocharis_macrostachya","304632587","NA","NA","NA","NA",1,"Eleocharis_palustris_subsp._palustris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","Eleocharis_quinqueflora","Eleocharis_quinqueflora",46325,"Eleocharis_quinqueflora","6707340","260079805","379034279","379037708","NA",1,"Eleocharis_quinqueflora","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","Eleocharis_uniglumis","Eleocharis_uniglumis",669671,"Eleocharis_uniglumis","NA","260079806","379035011","379042194","NA",1,"Eleocharis_uniglumis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"501","Eleocharis_uniglumis","Eleocharis_uniglumis",669671,"Eleocharis_uniglumis_subsp__sterneri","294679444","NA","NA","NA","NA",1,"Eleocharis_uniglumis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"502","Elymus_caninus","Elymus_caninus",129741,"Elymus_caninus","601116098","261362076","817991908","379037712","NA",1,"Elymus_caninus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"504","Elytrigia_intermedia","Thinopyrum_intermedium",85679,"Thinopyrum_intermedium","343198361","114803729","568404598","545693705","NA",1,"Elytrigia_intermedia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"503","Elymus_repens","Elymus_repens",52152,"Elymus_repens","225637928","114803725","568404604","564585954","NA",1,"Elytrigia_repens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","Empetrum_nigrum","Empetrum_nigrum",191066,"Empetrum_nigrum","290565501","45738060","545899372","22001197","NA",1,"Empetrum_nigrum","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"506","Epilobium_alpestre",NA,NA,NA,NA,NA,NA,NA,NA,0,"Epilobium_alpestre","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"507","Epilobium_alsinifolium","Epilobium_alsinifolium",669676,"Epilobium_alsinifolium","NA","260079820","733452000","NA","NA",1,"Epilobium_alsinifolium","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"508","Epilobium_anagallidifolium","Epilobium_anagallidifolium",669677,"Epilobium_anagallidifolium","NA","260079821","733452141","848131858","NA",1,"Epilobium_anagallidifolium","",0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1
"509","Epilobium_angustifolium","Chamerion_angustifolium",13055,"Chamerion_angustifolium","343404690","32816068","817991910","848131862","14718041",1,"Epilobium_angustifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"510","Epilobium_collinum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Epilobium_collinum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"353","Chamerion_dodonaei",NA,NA,NA,NA,NA,NA,NA,NA,0,"Epilobium_dodonaei","",0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"511","Epilobium_hirsutum","Epilobium_hirsutum",210355,"Epilobium_hirsutum","NA","726966070","379034887","848131866","NA",1,"Epilobium_hirsutum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"352","Chamaenerion_montanum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Epilobium_montanum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"512","Epilobium_palustre","Epilobium_palustre",669682,"Epilobium_palustre","343404698","260079828","359388391","459928422","NA",1,"Epilobium_palustre","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513","Epilobium_parviflorum","Epilobium_parviflorum",644182,"Epilobium_parviflorum","NA","NA","379036210","848131856","NA",1,"Epilobium_parviflorum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"514","Epipactis_atrorubens","Epipactis_atrorubens",492483,"Epipactis_atrorubens","402502868","402502780","379032028","379038396","NA",1,"Epipactis_atrorubens","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"515","Epipactis_helleborine","Epipactis_helleborine",28472,"Epipactis_helleborine_subsp__tremolsii","33772621","NA","NA","NA","NA",1,"Epipactis_helleborine","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"516","Epipactis_helleborine","Epipactis_helleborine",28472,"Epipactis_helleborine","NA","33325667","1332474","18027056","NA",1,"Epipactis_helleborine","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"517","Epipactis_palustris","Epipactis_palustris",210730,"Epipactis_palustris","402502866","402502781","379037192","379042016","NA",1,"Epipactis_palustris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"518","Epipogium_aphyllum","Epipogium_aphyllum",449980,"Epipogium_aphyllum","203282854","NA","635717164","NA","NA",1,"Epipogium_aphyllum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"519","Equisetum_arvense",NA,NA,NA,NA,NA,NA,NA,NA,0,"Equisetum_arvense","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"521","Equisetum_hyemale",NA,NA,NA,NA,NA,NA,NA,NA,0,"Equisetum_hyemale","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"522","Equisetum_palustre",NA,NA,NA,NA,NA,NA,NA,NA,0,"Equisetum_palustre","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"520","Equisetum_fluviatile",NA,NA,NA,NA,NA,NA,NA,NA,0,"Equisetum_telmateia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"523","Equisetum_variegatum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Equisetum_variegatum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"524","Erigeron_acer","Erigeron_acris",91246,"Erigeron_acris","821691032","260079840","379037198","379042152","NA",0,"Erigeron_acris","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"525","Erigeron_acris","Erigeron_acris",91246,"Erigeron_acris","821691032","260079840","379037198","379042152","NA",1,"Erigeron_acris","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1460","Trimorpha_alpina",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erigeron_alpinus","",0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
"526","Erigeron_annuus","Erigeron_annuus",91248,"Erigeron_annuus","119392321","390431503","313770824","312837793","NA",1,"Erigeron_annuus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1461","Trimorpha_attica",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erigeron_atticus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"387","Conyza_canadensis","Conyza_canadensis",72917,"Conyza_canadensis","119220519","376373238","817991840","607345002","NA",1,"Erigeron_canadensis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"528","Erigeron_glabratus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erigeron_glabratus","",1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"529","Erigeron_neglectus",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erigeron_neglectus","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"527","Erigeron_gaudinii",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erigeron_schleicheri","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"530","Erigeron_uniflorus","Erigeron_uniflorus",72932,"Erigeron_uniflorus_var__eriocephalus","NA","260079843","459993121","459928454","NA",1,"Erigeron_uniflorus","",0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
"531","Erigeron_uniflorus","Erigeron_uniflorus",72932,"Erigeron_uniflorus","2896098","NA","NA","NA","NA",1,"Erigeron_uniflorus","",0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1
"532","Erinus_alpinus","Erinus_alpinus",165304,"Erinus_alpinus","14994016","28625833","733452129","45644421","NA",1,"Erinus_alpinus","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"533","Eriophorum_angustifolium","Eriophorum_angustifolium",100292,"Eriophorum_angustifolium","132694291","7769092","379035566","379040096","NA",1,"Eriophorum_angustifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534","Eriophorum_latifolium","Eriophorum_latifolium",1155236,"Eriophorum_latifolium","NA","571025509","379034691","675440333","NA",1,"Eriophorum_latifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","Eriophorum_scheuchzeri","Eriophorum_scheuchzeri",395292,"Eriophorum_scheuchzeri","359389468","111380083","359388425","371533474","NA",1,"Eriophorum_scheuchzeri","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"536","Eritrichium_nanum","Eritrichium_nanum",184082,"Eritrichium_nanum","399606281","399606334","NA","402173114","NA",1,"Eritrichium_nanum","",0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1
"537","Erodium_cicutarium","Erodium_cicutarium",301481,"Erodium_cicutarium","121483663","121491136","93133003","340513105","NA",1,"Erodium_cicutarium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538","Erucastrum_nasturtiifolium","Erucastrum_nasturtiifolium",308294,"Erucastrum_nasturtiifolium","57638923","57639021","NA","NA","NA",1,"Erucastrum_nasturtiifolium","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1527","Vicia_sylvatica","Vicia_sylvatica",287755,"Vicia_sylvatica","440234610","NA","440233699","379042190","NA",1,"Ervilia_sylvatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1530","Vicia_tetrasperma","Vicia_tetrasperma",154499,"Vicia_tetrasperma","440234618","440233838","379037276","440234088","NA",1,"Ervum_tetraspermum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","Eryngium_alpinum","Eryngium_alpinum",90454,"Eryngium_alpinum","158537427","NA","NA","NA","NA",1,"Eryngium_alpinum","",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"540","Eryngium_campestre","Eryngium_campestre",82086,"Eryngium_campestre","169261243","NA","379033945","379038440","NA",1,"Eryngium_campestre","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"543","Erysimum_ochroleucum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erysimum_duriaei_subsp._pyrenaicum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"541","Erysimum_jugicola",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erysimum_jugicola","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"542","Erysimum_nevadense",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erysimum_nevadense","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"544","Erysimum_rhaeticum","Erysimum_rhaeticum",761866,"Erysimum_rhaeticum","528791138","528791249","NA","NA","NA",1,"Erysimum_rhaeticum","",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"545","Erysimum_virgatum",NA,NA,NA,NA,NA,NA,NA,NA,0,"Erysimum_virgatum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"546","Euonymus_europaeus","Euonymus_europaeus",123417,"Euonymus_europaeus","572169010","348651991","817991934","379040514","NA",1,"Euonymus_europaeus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"547","Euonymus_latifolius","Euonymus_latifolius",1089399,"Euonymus_latifolius","348651951","348652011","NA","351289977","NA",1,"Euonymus_latifolius","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548","Eupatorium_cannabinum","Eupatorium_cannabinum",102770,"Eupatorium_cannabinum","749635624","84579558","379034787","84579552","NA",1,"Eupatorium_cannabinum","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550","Euphorbia_cyparissias","Euphorbia_cyparissias",38844,"Euphorbia_cyparissias","193299830","347449000","313664134","193299858","NA",1,"Euphorbia_cyparissias","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1150","Pythius_dulcis",NA,NA,NA,NA,NA,NA,NA,NA,0,"Euphorbia_dulcis","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551","Euphorbia_exigua","Euphorbia_exigua",756618,"Euphorbia_exigua","500868215","374280406","383512397","379038838","NA",1,"Euphorbia_exigua","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549","Euphorbia_brittingeri",NA,NA,NA,NA,NA,NA,NA,NA,0,"Euphorbia_flavicoma_subsp._verrucosa","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552","Euphorbia_helioscopia","Euphorbia_helioscopia",154990,"Euphorbia_helioscopia","193299819","374280427","383512420","193299847","NA",1,"Euphorbia_helioscopia","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553","Euphrasia_alpina","Euphrasia_alpina",474997,"Euphrasia_alpina","157885597","157931427","NA","NA","NA",1,"Euphrasia_alpina","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"555","Euphrasia_hirtella","Euphrasia_hirtella",290218,"Euphrasia_hirtella","157885611","56407893","NA","NA","NA",1,"Euphrasia_hirtella","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","Euphrasia_minima","Euphrasia_minima",475014,"Euphrasia_minima","157885616","157931451","NA","NA","NA",1,"Euphrasia_minima","",0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1
"554","Euphrasia_drosocalyx",NA,NA,NA,NA,NA,NA,NA,NA,0,"Euphrasia_minima_f._drosocalyx","",0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"558","Euphrasia_pectinata","Euphrasia_pectinata",290215,"Euphrasia_pectinata","62421468","62530393","NA","NA","NA",1,"Euphrasia_pectinata","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"556","Euphrasia_kerneri","Euphrasia_kerneri",475012,"Euphrasia_kerneri","157885614","157931449","NA","NA","NA",1,"Euphrasia_picta_subsp._kerneri","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"559","Euphrasia_salisburgensis","Euphrasia_salisburgensis",475020,"Euphrasia_salisburgensis","157885624","157931460","NA","451769773","NA",1,"Euphrasia_salisburgensis","",0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"560","Euphrasia_stricta","Euphrasia_stricta",374709,"Euphrasia_stricta","157885596","256550322","342196497","316995555","NA",1,"Euphrasia_stricta","",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"561","Fagus_sylvatica","Fagus_sylvatica",28930,"Fagus_sylvatica","NA","13235693","7240231","379040976","NA",1,"Fagus_sylvatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","Fagus_sylvatica","Fagus_sylvatica",28930,"Fagus_sylvatica_subsp__sylvatica","37925669","NA","NA","NA","NA",1,"Fagus_sylvatica","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"563","Fallopia_convolvulus","Fallopia_convolvulus",76029,"Fallopia_convolvulus","4056595","183229557","218059595","300885286","NA",1,"Fallopia_convolvulus","",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"566","Festuca_acuminata",NA,NA,NA,NA,NA,NA,NA,NA,0,"Festuca_acuminata","",1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
